loss,accuracy,recall_1,precision_1,auc_1,val_loss,val_accuracy,val_recall_1,val_precision_1,val_auc_1
1.0585821866989136,0.6476607918739319,0.5358617305755615,0.7730769515037537,0.9034567475318909,0.8814094662666321,0.6898690462112427,0.6085458397865295,0.7908642888069153,0.934244692325592
0.7929517030715942,0.7321981191635132,0.6420708894729614,0.8340967297554016,0.945467472076416,0.8523054122924805,0.7095106840133667,0.6330116987228394,0.7945501804351807,0.9390978813171387
0.7429258823394775,0.7465600371360779,0.6657207012176514,0.8357806205749512,0.9524948000907898,0.8582236170768738,0.7012405395507812,0.6099241971969604,0.7976565957069397,0.9376823902130127
0.709766149520874,0.764103889465332,0.675696611404419,0.8478472232818604,0.9563294649124146,0.8554848432540894,0.7115782499313354,0.643004834651947,0.7910131216049194,0.9384493231773376
0.6871463656425476,0.7664258480072021,0.6918644905090332,0.8483602404594421,0.9595214128494263,0.8482866287231445,0.7077877521514893,0.638525128364563,0.7935760021209717,0.9397475123405457
0.6768008470535278,0.7665978670120239,0.692208468914032,0.8450393676757812,0.9607065320014954,0.8365206122398376,0.7160578966140747,0.6409372687339783,0.7969151735305786,0.9408533573150635
0.6487095952033997,0.7797557711601257,0.7058823704719543,0.8558915257453918,0.963815450668335,0.8269868493080139,0.7146795392036438,0.6443831920623779,0.8011996746063232,0.9421376585960388
0.6297729015350342,0.7867217063903809,0.7152562737464905,0.8575994968414307,0.9659199118614197,0.8281694054603577,0.7150241136550903,0.6426602602005005,0.7946314215660095,0.9426184296607971
0.6312300562858582,0.7833677530288696,0.7132782936096191,0.8577929735183716,0.9654591083526611,0.8502219915390015,0.7057201862335205,0.6392143368721008,0.7920580506324768,0.9399020075798035
0.6052190065383911,0.7922256588935852,0.7278121709823608,0.8639240264892578,0.9683904647827148,0.8460217118263245,0.712611973285675,0.6440386176109314,0.7909437417984009,0.9401301145553589
